IRIS;REG;DEP;TYP_IRIS;P18_LOG;P18_RP;P18_RSECOCC
381850401;84;38;H;1532;1327;68
381850402;84;38;H;1483;1306;40
381850403;84;38;H;1604;1378;33
381850404;84;38;H;1285;1102;11
381850405;84;38;H;1264;1115;20
381850406;84;38;H;1119;965;44
381850407;84;38;H;1410;1171;36
381850408;84;38;H;1393;1194;30
381850409;84;38;H;2227;1789;175
381850410;84;38;H;1445;1170;42
381850411;84;38;H;1426;1242;29
381850412;84;38;H;981;772;44
381850413;84;38;H;1289;1117;26
381850414;84;38;H;1529;1392;20
381850501;84;38;H;1872;1607;62
381850502;84;38;H;1493;1305;45
381850503;84;38;H;1645;1399;78
381850504;84;38;H;1245;1158;9
381850505;84;38;H;756;700;6
381850506;84;38;H;1202;1067;26
381850507;84;38;H;951;871;18
381850601;84;38;H;1024;881;12
381850602;84;38;H;1084;944;19
381850603;84;38;H;699;486;26
381850604;84;38;H;741;638;7
381850605;84;38;H;1375;1111;129
381850606;84;38;H;695;638;10
381850607;84;38;H;780;701;6
381850608;84;38;H;3282;2845;83
381850609;84;38;H;610;572;5
381850610;84;38;H;655;570;18
381850611;84;38;A;0;0;0
381860000;84;38;Z;1023;191;815
381870000;84;38;Z;958;737;120
381880000;84;38;Z;632;572;12
381890000;84;38;Z;2152;2023;25
381900000;84;38;Z;564;488;22
381910000;84;38;Z;6117;595;5451
381920000;84;38;Z;82;71;7
381930101;84;38;H;1454;1345;7
381930102;84;38;H;1843;1691;9
381930104;84;38;A;1;0;0
381930105;84;38;H;1175;1119;11
381930106;84;38;H;1165;1077;7
381930107;84;38;H;834;801;3
381940000;84;38;Z;960;872;17
381950000;84;38;Z;334;303;13
381970000;84;38;Z;767;721;7
381980000;84;38;Z;514;462;15
381990000;84;38;Z;903;851;10
382000000;84;38;Z;1726;1583;22
382030000;84;38;Z;248;190;41
382040000;84;38;Z;235;107;120
382050000;84;38;Z;2061;1154;827
382060000;84;38;Z;491;396;58
382070000;84;38;Z;167;75;83
382080000;84;38;Z;129;73;53
382090000;84;38;Z;104;92;6
382100000;84;38;Z;353;318;11
382110000;84;38;Z;139;128;7
382120000;84;38;Z;750;525;116
382130000;84;38;Z;263;228;18
382140000;84;38;Z;893;850;6
382150000;84;38;Z;964;923;5
382160000;84;38;Z;72;25;47
382170000;84;38;Z;64;37;22
382180000;84;38;Z;482;437;15
382190000;84;38;Z;307;273;13
382210000;84;38;Z;67;60;7
382220000;84;38;Z;342;304;15
382230000;84;38;Z;724;677;17
382240000;84;38;Z;87;47;34
382250000;84;38;Z;3052;1334;1619
382260000;84;38;Z;1012;642;262
382280000;84;38;Z;282;215;42
382290101;84;38;H;1108;1030;34
382290102;84;38;H;1786;1635;58
382290201;84;38;H;1089;998;33
382290202;84;38;H;912;852;17
382290203;84;38;H;1170;1050;39
382290301;84;38;H;1350;1215;35
382290302;84;38;H;1226;1141;29
382290401;84;38;A;17;6;11
382290402;84;38;A;151;120;31
382290403;84;38;A;246;193;51
382290404;84;38;D;34;34;0
382300000;84;38;Z;432;416;11
382310000;84;38;Z;450;401;17
382320000;84;38;Z;291;264;10
382350000;84;38;Z;187;166;17
382360000;84;38;Z;866;708;67
382370000;84;38;Z;163;88;68
382380000;84;38;Z;801;744;12
382390101;84;38;H;966;872;12
382390102;84;38;H;1470;1337;15
382390103;84;38;H;1163;1014;13
382400000;84;38;Z;352;311;21
382410000;84;38;Z;32;11;18
382420000;84;38;Z;673;553;52
382430000;84;38;Z;198;119;78
382440000;84;38;Z;314;293;7
382450000;84;38;Z;138;117;9
382460000;84;38;Z;420;391;13
382470000;84;38;Z;1769;1489;83
382480000;84;38;Z;244;206;17
382490000;84;38;Z;2431;2247;32
382500000;84;38;Z;240;209;20
382520000;84;38;Z;147;140;2
382530000;84;38;Z;7911;957;6661
382540000;84;38;Z;252;199;18
382550000;84;38;Z;74;58;11
382560000;84;38;Z;1000;817;112
382570000;84;38;Z;192;176;9
382580000;84;38;Z;42;37;2
382590000;84;38;Z;447;385;38
382600000;84;38;Z;226;203;13
382610000;84;38;Z;2027;1769;52
382630000;84;38;Z;197;179;8
382640000;84;38;Z;657;75;578
382650000;84;38;Z;1049;782;138
382660000;84;38;Z;285;189;68
382670000;84;38;Z;312;281;13
382680000;84;38;Z;131;106;14
382690101;84;38;H;1681;1279;72
382690102;84;38;H;1302;1170;34
382700000;84;38;Z;863;787;9
382710000;84;38;Z;366;348;5
382720000;84;38;Z;188;165;5
382730000;84;38;Z;274;201;60
382750000;84;38;Z;141;116;19
382760000;84;38;Z;1198;1119;22
382770000;84;38;Z;217;192;13
382780000;84;38;Z;220;180;24
382790000;84;38;Z;507;479;6
382800000;84;38;Z;323;229;76
382810000;84;38;Z;968;883;7
382820000;84;38;Z;390;341;23
382830000;84;38;Z;86;57;22
382840000;84;38;Z;387;341;18
382850000;84;38;Z;208;74;129
382860000;84;38;Z;31;5;26
382870000;84;38;Z;425;387;13
382880000;84;38;Z;686;636;8
382890000;84;38;Z;911;106;801
382900000;84;38;Z;420;370;18
382910000;84;38;Z;481;433;17
382920000;84;38;Z;1298;1052;184
382940000;84;38;Z;281;251;14
382950000;84;38;Z;336;276;38
382960000;84;38;Z;404;334;39
382970000;84;38;Z;872;768;46
382980101;84;38;H;1501;1238;2
382980102;84;38;H;1674;1416;21
382990000;84;38;Z;224;70;145
383000000;84;38;Z;168;146;11
383010000;84;38;Z;98;75;21
383030000;84;38;Z;218;204;4
383040000;84;38;Z;767;640;56
383070000;84;38;Z;238;217;9
383080000;84;38;Z;115;100;6
383090000;84;38;Z;977;932;5
383100000;84;38;Z;482;455;11
383110000;84;38;Z;341;292;24
383130000;84;38;Z;157;133;14
383140101;84;38;H;1776;1595;35
383140102;84;38;H;1761;1552;14
383150000;84;38;Z;1860;1586;38
383160000;84;38;Z;2685;2390;25
383170101;84;38;H;938;882;3
383170102;84;38;H;1023;943;9
383170103;84;38;H;1018;886;9
383170104;84;38;H;806;734;5
383170105;84;38;H;1200;1089;6
383170106;84;38;A;4;1;0
383170107;84;38;A;0;0;0
383180101;84;38;H;795;746;10
383180102;84;38;H;1657;1451;31
383190000;84;38;Z;522;400;44
383200000;84;38;Z;844;727;34
383210000;84;38;Z;120;75;31
383220000;84;38;Z;71;40;30
383230000;84;38;Z;503;438;31
383240000;84;38;Z;342;294;24
383250000;84;38;Z;267;211;35
383260000;84;38;Z;179;160;11
383280000;84;38;Z;398;353;20
383290000;84;38;Z;81;29;50
383300000;84;38;Z;49;43;4
383310000;84;38;Z;428;390;4
383320000;84;38;Z;1686;1523;15
383330000;84;38;Z;290;145;124
383340000;84;38;Z;620;531;53
383350000;84;38;Z;522;456;25
383360000;84;38;Z;842;773;10
383370101;84;38;H;1512;1390;21
383370102;84;38;H;1689;1468;19
383380000;84;38;Z;316;283;19
383390000;84;38;Z;923;823;29
383400000;84;38;Z;1034;894;20
383410000;84;38;Z;483;441;16
383420000;84;38;Z;184;130;41
383430000;84;38;Z;765;653;49
383440101;84;38;H;1615;1351;47
383440102;84;38;H;865;767;11
383440103;84;38;H;1645;1521;24
383450000;84;38;Z;273;237;20
383460000;84;38;Z;174;159;3
383470000;84;38;Z;671;468;63
383480000;84;38;Z;1995;1861;29
383490000;84;38;Z;1071;965;19
383500000;84;38;Z;274;219;46
383510000;84;38;Z;442;410;9
383520000;84;38;Z;953;879;20
383530000;84;38;Z;390;351;10
383540000;84;38;Z;211;164;16
383550000;84;38;Z;120;58;56
383560000;84;38;Z;192;143;29
383570000;84;38;Z;1197;1101;30
383580000;84;38;Z;297;275;9
383590000;84;38;Z;674;520;71
383600000;84;38;Z;194;164;15
383610000;84;38;Z;56;37;17
383620000;84;38;Z;507;447;31
383630000;84;38;Z;411;368;10
383640000;84;38;Z;216;170;25
383650000;84;38;Z;396;321;29
383660000;84;38;Z;217;128;88
383680000;84;38;Z;447;411;3
383690000;84;38;Z;407;382;11
383700000;84;38;Z;297;259;18
383720000;84;38;Z;360;287;50
383730000;84;38;Z;526;492;11
383740000;84;38;Z;1561;1408;44
383750000;84;38;Z;219;59;113
383760000;84;38;Z;495;356;89
383770000;84;38;Z;1592;1409;35
383780000;84;38;Z;1698;1598;17
383790000;84;38;Z;157;124;18
383800000;84;38;Z;138;118;17
383810000;84;38;Z;889;810;27
383820101;84;38;A;53;50;0
383820102;84;38;H;1215;1141;17
383820103;84;38;H;1086;982;27
383820104;84;38;H;841;793;6
383820105;84;38;H;1462;1375;14
383820201;84;38;H;1141;1068;6
383820202;84;38;H;911;838;4
383820203;84;38;H;865;791;9
383830000;84;38;Z;1171;1087;22
383840000;84;38;Z;1493;1318;39
383860000;84;38;Z;1038;872;72
383870000;84;38;Z;265;219;16
383880000;84;38;Z;1003;929;18
383890000;84;38;Z;1542;1425;35
383900000;84;38;Z;234;216;6
383910000;84;38;Z;159;112;32
383920000;84;38;Z;274;244;7
383930000;84;38;Z;693;616;20
383940000;84;38;Z;883;796;13
383950000;84;38;Z;1272;970;196
383960000;84;38;Z;519;327;179
383970101;84;38;H;994;920;15
383970102;84;38;H;2239;2057;52
383980000;84;38;Z;441;382;28
383990000;84;38;Z;2270;2028;33
384000000;84;38;Z;1494;1396;18
384010000;84;38;Z;653;608;6
384020000;84;38;Z;266;215;40
384030000;84;38;Z;226;139;65
384040000;84;38;Z;119;111;5
384050000;84;38;Z;541;476;39
384060000;84;38;Z;75;63;6
384070000;84;38;Z;465;419;22
384080000;84;38;Z;1056;1008;22
384090000;84;38;Z;596;525;31
384100000;84;38;Z;624;561;29
384120000;84;38;Z;2190;1932;62
384130000;84;38;Z;287;194;70
384140000;84;38;Z;44;15;28
384150000;84;38;Z;610;567;8
384160101;84;38;H;1826;1445;27
384160102;84;38;H;1384;1280;28
384160103;84;38;H;1423;1242;22
384170000;84;38;Z;211;190;8
384180000;84;38;Z;140;100;33
384190000;84;38;Z;118;86;31
384200000;84;38;Z;128;102;16
384210101;84;38;H;2127;1980;35
384210102;84;38;A;622;602;10
384210103;84;38;H;1138;1014;12
384210201;84;38;H;2388;2288;24
384210202;84;38;H;1217;1100;13
384210301;84;38;H;1113;1063;8
384210302;84;38;H;1161;1078;3
384210401;84;38;H;860;811;13
384210402;84;38;H;1401;1287;12
384210501;84;38;H;1216;1156;5
384210502;84;38;H;1705;1585;31
384210601;84;38;H;1667;1579;30
384210602;84;38;H;1451;1391;16
384210603;84;38;A;168;155;1
384220000;84;38;Z;2684;2256;173
384230101;84;38;H;1877;1676;24
384230102;84;38;H;866;796;13
384240000;84;38;Z;132;78;34
384250101;84;38;H;1016;936;10
384250102;84;38;H;1650;1478;58
384260000;84;38;Z;312;285;9
384270000;84;38;Z;150;128;13
384280000;84;38;Z;60;17;41
384290000;84;38;Z;190;119;62
384300000;84;38;Z;171;132;13
384310000;84;38;Z;1225;1172;8
384320000;84;38;Z;402;375;8
384330000;84;38;Z;546;448;65
384340000;84;38;Z;293;260;21
384360000;84;38;Z;889;842;22
384370000;84;38;Z;144;127;9
384380000;84;38;Z;141;104;36
384390000;84;38;Z;1487;1271;84
384400000;84;38;Z;384;328;28
384420000;84;38;Z;1070;443;576
384430000;84;38;Z;251;201;40
384440000;84;38;Z;88;62;25
384450000;84;38;Z;339;304;5
384460000;84;38;Z;544;267;234
384480000;84;38;Z;570;534;16
384490101;84;38;H;1289;1241;10
384490102;84;38;H;937;880;15
384500000;84;38;Z;624;566;7
384510000;84;38;Z;1366;1282;15
384520000;84;38;Z;150;131;17
384530000;84;38;Z;813;736;20
384540000;84;38;Z;799;721;15
384550000;84;38;Z;1689;1590;17
384560000;84;38;Z;337;210;89
384570000;84;38;Z;1423;1236;55
384580000;84;38;Z;295;256;15
384590000;84;38;Z;351;324;11
384600000;84;38;Z;217;181;21
384620000;84;38;Z;301;200;94
384630000;84;38;Z;799;734;21
384640000;84;38;Z;903;839;12
384650000;84;38;Z;506;429;29
384660000;84;38;Z;674;605;26
384670000;84;38;Z;595;546;18
384680000;84;38;Z;2072;1862;67
384690000;84;38;Z;133;24;102
384700000;84;38;Z;234;150;69
384710000;84;38;Z;583;441;85
384720000;84;38;Z;105;81;21
384730000;84;38;Z;475;425;11
384740101;84;38;H;1174;1068;17
384740102;84;38;H;1876;1755;60
384740103;84;38;H;1023;930;27
384740104;84;38;H;1119;1075;11
384750000;84;38;Z;971;912;13
384760000;84;38;Z;355;332;10
384780000;84;38;Z;525;406;90
384790000;84;38;Z;914;776;83
384800000;84;38;Z;904;833;15
384810000;84;38;Z;391;371;4
384830000;84;38;Z;773;705;31
384840000;84;38;Z;753;726;8
384850101;84;38;H;1642;1531;19
384850102;84;38;H;1544;1442;5
384850103;84;38;H;587;549;5
384850104;84;38;H;1041;961;11
384850105;84;38;H;923;890;4
384850106;84;38;D;237;230;5
384860101;84;38;H;1176;1115;8
384860102;84;38;H;962;918;10
384860103;84;38;H;1292;1199;17
384870000;84;38;Z;852;799;15
384880000;84;38;Z;280;227;31
384890000;84;38;Z;90;61;19
384900000;84;38;Z;812;756;12
384920000;84;38;Z;330;278;26
384940000;84;38;Z;378;305;38
384950000;84;38;Z;338;265;7
384960000;84;38;Z;579;497;23
384970000;84;38;Z;77;67;4
384980000;84;38;Z;307;278;6
384990000;84;38;Z;672;575;33
385000000;84;38;Z;253;232;8
385010000;84;38;Z;949;873;15
385030000;84;38;Z;1153;1055;40
385040000;84;38;Z;1022;849;110
385050000;84;38;Z;361;316;23
385070000;84;38;Z;2867;2726;22
385080000;84;38;Z;310;288;10
385090101;84;38;H;1114;1031;11
385090102;84;38;H;1123;998;14
385090103;84;38;H;2065;1730;29
385110000;84;38;Z;1478;1325;41
385120000;84;38;Z;305;278;9
385130000;84;38;Z;127;100;24
385140000;84;38;Z;218;85;116
385150000;84;38;Z;978;864;59
385160101;84;38;H;1906;1633;83
385160102;84;38;H;1469;1250;39
385170101;84;38;H;1294;1140;8
385170102;84;38;H;1332;1123;12
385170103;84;38;H;1072;985;12
385180000;84;38;Z;425;244;149
385190000;84;38;Z;1110;1037;22
385200000;84;38;Z;309;262;22
385210000;84;38;Z;53;37;11
385220000;84;38;Z;300;72;217
385230000;84;38;Z;416;348;24
385240101;84;38;H;1559;1461;16
385240102;84;38;H;1488;1411;17
385250000;84;38;Z;219;188;13
385260000;84;38;Z;185;155;15
385270000;84;38;Z;889;165;640
385280000;84;38;Z;596;507;44
385290000;84;38;Z;1902;1647;83
385300000;84;38;Z;1152;1089;15
385310000;84;38;Z;262;220;21
385320000;84;38;Z;349;307;23
385330000;84;38;Z;344;308;9
385350000;84;38;Z;114;105;3
385360000;84;38;Z;580;545;10
385370101;84;38;H;943;865;5
385370102;84;38;H;2182;2004;36
385380000;84;38;Z;2098;2003;13
385390000;84;38;Z;314;257;28
385400000;84;38;Z;642;588;12
385420000;84;38;Z;168;136;27
385430000;84;38;Z;1069;896;66
385440101;84;38;H;1067;950;11
385440102;84;38;H;1449;1308;16
385440103;84;38;H;1393;1241;21
385440201;84;38;H;2668;2217;61
385440202;84;38;H;1444;1305;24
385440301;84;38;H;1170;958;4
385440302;84;38;H;1116;896;6
385440303;84;38;H;1140;1033;10
385440304;84;38;H;658;633;0
385440401;84;38;H;1690;1440;29
385440402;84;38;H;1371;1242;14
385440403;84;38;H;867;842;0
385450101;84;38;H;1892;1745;27
385450102;84;38;H;1946;1816;33
385460000;84;38;Z;452;392;25
385470101;84;38;H;1646;1518;14
385470102;84;38;H;1773;1649;21
385480000;84;38;Z;6083;1967;3962
385490000;84;38;Z;49;15;27
385500000;84;38;Z;291;33;253
385510000;84;38;Z;58;18;40
385520000;84;38;Z;202;156;37
385530101;84;38;H;1022;951;0
385530102;84;38;H;1344;1271;25
385530103;84;38;H;1932;1784;21
385530104;84;38;H;729;705;4
385530106;84;38;H;794;716;7
385530107;84;38;H;862;818;4
385530108;84;38;H;930;869;3
385540000;84;38;Z;770;705;28
385550000;84;38;Z;542;476;30
385560000;84;38;Z;558;519;14
385570000;84;38;Z;2130;1866;209
385580000;84;38;Z;789;741;10
385590000;84;38;Z;2142;1897;46
385600000;84;38;Z;711;605;46
385610000;84;38;Z;819;689;38
385620101;84;38;H;1501;1379;11
385620102;84;38;H;1021;850;18
385620103;84;38;H;1395;1192;24
385630101;84;38;H;1370;1188;19
385630102;84;38;H;1145;1045;15
385630103;84;38;H;1418;1207;22
385630104;84;38;H;1765;1462;37
385630105;84;38;H;1797;1451;50
385630106;84;38;H;1923;1740;24
385630107;84;38;H;989;894;6
385630108;84;38;H;1052;968;18
385640000;84;38;Z;128;105;12
385650101;84;38;H;1499;1339;13
385650102;84;38;H;783;724;5
385650103;84;38;H;874;734;3
385650104;84;38;H;1192;1117;11
385660000;84;38;Z;745;700;8
385670000;84;38;Z;2996;199;2783
390010000;27;39;Z;362;335;4
390020000;27;39;Z;34;30;2
390030000;27;39;Z;24;23;1
390040000;27;39;Z;28;21;5
390060000;27;39;Z;214;187;15
390070000;27;39;Z;87;70;15
390080000;27;39;Z;175;162;6
390090000;27;39;Z;274;217;35
390100000;27;39;Z;63;43;13
390110000;27;39;Z;235;184;28
390130000;27;39;Z;2039;1634;105
390140000;27;39;Z;111;94;5
390150000;27;39;Z;63;56;7
390160000;27;39;Z;674;493;69
390170000;27;39;Z;660;555;54
390180000;27;39;Z;290;214;53
390190000;27;39;Z;120;103;14
390200000;27;39;Z;82;47;12
390210000;27;39;Z;337;269;37
390220000;27;39;Z;374;320;26
390240000;27;39;Z;151;117;21
390250000;27;39;Z;175;140;23
390260000;27;39;Z;98;80;11
390270000;27;39;Z;107;89;11
390280000;27;39;Z;241;204;8
390290000;27;39;Z;166;157;2
390300000;27;39;Z;410;372;12
390310000;27;39;Z;87;77;3
390320000;27;39;Z;183;155;19
390340000;27;39;Z;129;116;6
390350000;27;39;Z;190;152;23
390370000;27;39;Z;89;80;7
390380000;27;39;Z;136;59;68
390390000;27;39;Z;106;102;1
390400000;27;39;Z;94;79;4
390410000;27;39;Z;159;80;67
390420000;27;39;Z;212;198;1
390430000;27;39;Z;739;611;52
390450000;27;39;Z;45;32;7
390460000;27;39;Z;77;31;40
390470000;27;39;Z;379;231;137
390480000;27;39;Z;130;114;13
390490000;27;39;Z;199;164;13
390500000;27;39;Z;95;76;14
390510000;27;39;Z;189;168;6
390520000;27;39;Z;50;31;14
390530000;27;39;Z;112;81;20
390540000;27;39;Z;50;41;4
390550000;27;39;Z;25;19;3
390560000;27;39;Z;928;787;21
390570000;27;39;Z;81;49;28
390580000;27;39;Z;82;65;10
390590000;27;39;Z;1110;714;258
390600000;27;39;Z;40;28;4
390610000;27;39;Z;64;52;11
390620000;27;39;Z;55;31;17
390630000;27;39;Z;225;112;91
390650000;27;39;Z;57;43;12
390660000;27;39;Z;95;76;9
390680000;27;39;Z;225;141;59
390700000;27;39;Z;57;44;11
390720000;27;39;Z;162;144;9
390730000;27;39;Z;100;81;11
390740000;27;39;Z;114;93;2
390760000;27;39;Z;94;89;3
390770000;27;39;Z;24;17;0
390780000;27;39;Z;323;302;6
390790000;27;39;Z;91;84;3
390800000;27;39;Z;52;36;13
390810000;27;39;Z;201;170;14
390830000;27;39;Z;176;140;10
390840000;27;39;Z;77;62;7
390850000;27;39;Z;72;36;28
390860000;27;39;Z;188;108;51
390880000;27;39;Z;204;175;10
390900000;27;39;Z;85;77;6
390910000;27;39;Z;64;43;13
390920000;27;39;Z;124;86;21
390930000;27;39;Z;201;166;22
390940000;27;39;Z;84;72;9
390950000;27;39;Z;77;61;15
390960000;27;39;Z;213;180;12
390970101;27;39;H;1011;964;9
390970102;27;39;H;1136;1001;19
390970103;27;39;H;931;843;9
390970104;27;39;H;1758;1419;36
390990000;27;39;Z;196;182;6
391000000;27;39;Z;54;45;7
391010000;27;39;Z;718;656;13
391020000;27;39;Z;110;94;13
391030000;27;39;Z;169;139;14
391040000;27;39;Z;401;271;73
391050000;27;39;Z;136;103;28
391060000;27;39;Z;187;129;38
391070000;27;39;Z;84;61;20
391080000;27;39;Z;26;21;4
391090000;27;39;Z;95;72;17
391100000;27;39;Z;30;26;1
391110000;27;39;Z;36;22;11
391120000;27;39;Z;83;61;12
391140000;27;39;Z;124;72;34
391160000;27;39;Z;80;58;15
391170000;27;39;Z;62;48;7
391180000;27;39;Z;42;26;14
391190000;27;39;Z;45;41;2
391200000;27;39;Z;91;63;25
391210000;27;39;Z;177;160;3
391220000;27;39;Z;121;53;47
391240000;27;39;Z;287;218;30
391260000;27;39;Z;200;161;18
391270000;27;39;Z;45;37;1
391280000;27;39;Z;851;738;25
391290000;27;39;Z;292;182;87
391300000;27;39;Z;530;340;155
391310000;27;39;Z;305;243;49
391320000;27;39;Z;30;20;11
391330000;27;39;Z;34;26;3
391340000;27;39;Z;110;85;15
391360000;27;39;Z;31;20;8
391370000;27;39;Z;229;177;48
391380000;27;39;Z;160;143;3
391390000;27;39;Z;38;30;6
391400000;27;39;Z;24;17;5
391410000;27;39;Z;129;116;2
391420000;27;39;Z;85;60;18
391430000;27;39;Z;21;17;4
391450000;27;39;Z;143;133;6
391460000;27;39;Z;297;275;7
391470000;27;39;Z;56;43;6
391490000;27;39;Z;194;154;26
391500000;27;39;Z;546;490;15
391510000;27;39;Z;83;52;19
391530000;27;39;Z;381;359;5
391540000;27;39;Z;910;707;121
391550000;27;39;Z;42;34;2
391560000;27;39;Z;160;113;25
391570000;27;39;Z;32;20;6
391590000;27;39;Z;134;113;9
391600000;27;39;Z;446;400;25
391620000;27;39;Z;123;111;5
391630000;27;39;Z;66;46;14
391640000;27;39;Z;430;344;21
391650000;27;39;Z;37;24;9
391660000;27;39;Z;166;103;53
391670000;27;39;Z;199;162;22
391680000;27;39;Z;25;20;2
391690000;27;39;Z;308;269;14
391700000;27;39;Z;417;374;4
391710000;27;39;Z;507;461;10
391720000;27;39;Z;105;100;2
391730000;27;39;Z;731;621;27
391740000;27;39;Z;41;28;8
391750000;27;39;Z;57;34;17
391760000;27;39;Z;271;229;23
391770000;27;39;Z;517;434;62
391780000;27;39;Z;44;35;9
391790000;27;39;Z;129;102;7
391800000;27;39;Z;158;106;46
391820000;27;39;Z;309;285;10
391830000;27;39;Z;327;269;25
391840000;27;39;Z;126;94;19
391850000;27;39;Z;216;174;19
391870000;27;39;Z;119;104;9
391880000;27;39;Z;167;134;22
391890000;27;39;Z;1322;1221;7
391900000;27;39;Z;597;547;16
391910000;27;39;Z;42;39;2
391920000;27;39;Z;58;36;16
391930000;27;39;Z;463;415;11
391940000;27;39;Z;256;218;18
391960000;27;39;Z;68;49;18
391970000;27;39;Z;185;161;11
391980101;27;39;A;104;92;3
391980102;27;39;H;1029;951;20
391980104;27;39;H;1173;1059;14
391980105;27;39;H;1867;1486;58
391980106;27;39;H;1241;1078;36
391980107;27;39;H;1156;1090;12
391980108;27;39;H;1460;1385;8
391980109;27;39;H;1092;1004;5
391980110;27;39;H;1248;1151;8
391980111;27;39;D;142;131;0
391980112;27;39;D;116;98;4
391980113;27;39;H;743;681;0
391980114;27;39;H;789;731;4
391980115;27;39;H;1303;1134;56
391990000;27;39;Z;628;546;34
392000000;27;39;Z;108;97;8
392010000;27;39;Z;264;139;115
392020000;27;39;Z;66;60;3
392030000;27;39;Z;52;40;11
392040000;27;39;Z;29;15;6
392050000;27;39;Z;183;156;11
392060000;27;39;Z;101;91;8
392070000;27;39;Z;47;33;13
392080000;27;39;Z;84;58;22
392090000;27;39;Z;248;156;60
392100000;27;39;Z;244;224;7
392110000;27;39;Z;137;115;15
392140000;27;39;Z;64;51;8
392160000;27;39;Z;241;147;64
392170000;27;39;Z;285;248;12
392180000;27;39;Z;199;176;9
392190000;27;39;Z;265;248;1
392200000;27;39;Z;177;150;16
392210000;27;39;Z;26;14;7
392220000;27;39;Z;60;41;16
392230000;27;39;Z;97;82;4
392250000;27;39;Z;125;88;28
392270000;27;39;Z;197;96;55
392280000;27;39;Z;786;496;242
392290000;27;39;Z;97;85;11
392300000;27;39;Z;51;32;18
392320000;27;39;Z;240;187;39
392330000;27;39;Z;1038;956;13
392340000;27;39;Z;53;41;12
392350000;27;39;Z;626;549;13
392360000;27;39;Z;26;20;1
392370000;27;39;Z;30;20;9
392380000;27;39;Z;71;52;9
392390000;27;39;Z;33;19;12
392400000;27;39;Z;146;74;64
392410000;27;39;Z;177;167;4
392440000;27;39;Z;131;75;45
392450000;27;39;Z;174;152;10
392460000;27;39;Z;203;175;10
392470000;27;39;Z;48;31;13
392480000;27;39;Z;24;18;5
392490000;27;39;Z;43;35;5
392500000;27;39;Z;87;77;7
392510000;27;39;Z;254;196;18
392520000;27;39;Z;317;297;4
392530000;27;39;Z;202;129;48
392540000;27;39;Z;74;53;11
392550000;27;39;Z;154;101;34
392580000;27;39;Z;413;269;117
392590000;27;39;Z;22;17;3
392610000;27;39;Z;93;62;18
392620000;27;39;Z;67;61;3
392630000;27;39;Z;221;182;14
392650000;27;39;Z;135;95;36
392660000;27;39;Z;198;156;26
392670000;27;39;Z;50;39;10
392680000;27;39;Z;49;29;13
392690000;27;39;Z;137;116;11
392700000;27;39;Z;261;225;7
392710000;27;39;Z;240;164;39
392720000;27;39;Z;45;26;16
392730000;27;39;Z;212;126;64
392740000;27;39;Z;283;134;131
392750000;27;39;Z;728;274;421
392770000;27;39;Z;47;38;4
392780000;27;39;Z;92;72;15
392790000;27;39;Z;268;247;7
392800000;27;39;Z;62;47;13
392810000;27;39;Z;41;31;6
392820000;27;39;Z;48;33;11
392830000;27;39;Z;274;254;9
392840000;27;39;Z;70;60;4
392850000;27;39;Z;152;134;3
392860000;27;39;Z;1183;1009;46
392880000;27;39;Z;206;169;17
392890000;27;39;Z;216;152;47
392900000;27;39;Z;335;227;92
392910000;27;39;Z;158;120;11
392920000;27;39;Z;80;60;17
392930000;27;39;Z;122;81;24
392950000;27;39;Z;108;79;18
392960000;27;39;Z;111;92;13
392970000;27;39;Z;789;522;200
392980000;27;39;Z;31;25;2
392990000;27;39;Z;262;218;20
393000101;27;39;H;1325;1187;9
393000102;27;39;H;2028;1648;49
393000103;27;39;H;1838;1596;111
393000104;27;39;A;12;8;0
393000105;27;39;H;1473;1355;9
393000106;27;39;H;1250;1087;45
393000107;27;39;H;1638;1214;67
393000108;27;39;H;1383;1189;37
393010000;27;39;Z;101;79;19
393020000;27;39;Z;50;46;1
393040000;27;39;Z;118;101;5
393050000;27;39;Z;263;223;19
393060000;27;39;Z;505;453;12
393070000;27;39;Z;299;152;137
393080000;27;39;Z;106;94;5
393100000;27;39;Z;286;219;44
393120000;27;39;Z;84;55;22
393130000;27;39;Z;177;92;78
393140000;27;39;Z;53;39;10
393150000;27;39;Z;208;177;16
393170000;27;39;Z;165;141;6
393180000;27;39;Z;104;81;11
393190000;27;39;Z;57;52;5
393200000;27;39;Z;205;152;27
393210000;27;39;Z;97;66;26
393220000;27;39;Z;56;27;23
393230000;27;39;Z;162;134;17
393240000;27;39;Z;8;4;4
393250000;27;39;Z;309;262;37
393260000;27;39;Z;104;82;12
393270000;27;39;Z;392;361;10
393280000;27;39;Z;225;181;6
393290000;27;39;Z;94;76;10
393300000;27;39;Z;79;66;7
393310000;27;39;Z;472;368;46
393330000;27;39;Z;1206;932;69
393340000;27;39;Z;78;62;10
393350000;27;39;Z;316;269;9
393360000;27;39;Z;63;45;9
393370000;27;39;Z;54;41;8
393380000;27;39;Z;256;232;5
393390000;27;39;Z;555;487;16
393420000;27;39;Z;77;60;17
393430000;27;39;Z;26;7;15
393440000;27;39;Z;173;145;25
393450000;27;39;Z;187;179;2
393460000;27;39;Z;98;61;27
393480000;27;39;Z;244;201;19
393490000;27;39;Z;208;188;16
393500000;27;39;Z;173;149;12
393510000;27;39;Z;98;68;20
393520000;27;39;Z;54;49;4
393530000;27;39;Z;162;83;47
